nomem_encr,theta,diet,has_rho,has_alpha,rho,alpha,gender,age_group,incquart,educlevel
42,1.0,meat,True,False,0.666667,,Female,70+,3,3
43,0.84074068069458,meat,True,True,0.666667,0.16666667163372,Female,40-49,4,4
44,1.0,meat,False,False,,,Female,40-49,4,4
45,0.481481552124023,meat,False,False,,,Male,60-69,2,4
46,1.0,meat,False,True,,0.0,Female,70+,1,2
47,0.129629611968994,meat,True,True,0.333333,1.0,Male,50-59,4,4
48,0.703703701496124,meat,True,False,0.333333,,Female,60-69,3,3
49,-0.0444444008171558,meat,False,False,,,Male,30-39,2,4
50,0.0888888016343117,meat,False,False,,,Female,40-49,2,2
51,0.848148167133331,meat,True,False,0.0,,Female,70+,2,2
52,0.300000041723251,meat,False,False,,,Male,30-39,4,4
53,1.0,meat,True,True,1.0,0.666666686534882,Male,40-49,3,4
54,0.522222220897675,meat,True,False,0.666667,,Female,70+,3,2
55,0.288888931274414,meat,True,True,0.333333,0.666666686534882,Male,60-69,3,2
56,0.17407400906086,meat,True,True,0.333333,0.0,Male,40-49,4,4
57,0.444444507360458,meat,False,False,,,Male,30-39,4,4
58,0.562963008880615,meat,True,True,0.333333,0.5,Female,60-69,2,4
59,0.592592537403107,meat,False,True,,0.833333313465118,Female,40-49,3,4
60,0.785185158252716,meat,False,False,,,Female,70+,2,3
61,0.655555546283722,meat,False,True,,0.5,Female,50-59,2,3
62,0.600000083446503,meat,True,True,0.333333,1.0,Female,50-59,2,2
63,0.777777850627899,meat,False,True,,0.16666667163372,Female,50-59,1,3
64,0.370370388031006,meat,False,True,,0.833333313465118,Male,40-49,4,4
65,0.981481552124023,meat,True,False,1.0,,Male,18-29,1,3
66,0.899999916553497,meat,False,True,,0.666666686534882,Female,60-69,1,1
67,0.196296215057373,meat,False,False,,,Female,18-29,1,1
68,0.977777779102325,meat,False,True,,0.666666686534882,Male,30-39,4,4
69,0.644444465637207,meat,False,True,,1.0,Female,18-29,1,2
70,0.314814895391464,meat,False,True,,1.0,Male,70+,4,3
71,0.566666603088379,meat,True,True,1.0,0.833333313465118,Female,50-59,1,4
72,0.037037055939436,meat,True,False,0.333333,,Male,30-39,4,4
73,1.0,meat,False,False,,,Female,18-29,1,2
74,0.222222164273262,meat,False,True,,1.0,Female,70+,2,3
75,0.770370304584503,meat,True,False,1.0,,Female,70+,2,2
76,0.740740776062012,meat,False,True,,0.5,Female,50-59,2,2
77,0.666666686534882,meat,True,False,1.0,,Male,18-29,1,4
78,0.481481552124023,meat,True,False,0.666667,,Male,60-69,2,2
79,1.0,meat,False,False,,,Female,60-69,3,4
80,0.781481444835663,meat,True,False,0.333333,,Female,70+,1,2
81,0.307407379150391,meat,False,True,,1.0,Female,50-59,1,2
82,0.370370388031006,meat,True,False,1.0,,Female,18-29,1,2
83,0.0629630088806152,meat,True,False,1.0,,Male,30-39,3,4
84,0.637037098407745,meat,True,False,1.0,,Female,70+,4,4
85,0.288888931274414,meat,False,False,,,Female,30-39,1,4
86,0.848148167133331,meat,False,True,,1.0,Male,60-69,3,3
87,0.507407367229462,meat,False,False,,,Female,40-49,1,4
88,0.851851761341095,meat,True,False,0.666667,,Female,60-69,2,1
89,0.0444444008171558,meat,False,True,,0.833333313465118,Male,50-59,3,3
90,0.596296310424805,meat,False,True,,0.5,Male,70+,2,3
91,0.814814865589142,meat,True,False,0.666667,,Female,50-59,2,4
92,0.0,meat,True,False,0.0,,Male,18-29,3,4
93,0.640740692615509,meat,True,False,0.333333,,Male,70+,3,1
94,0.107407413423061,meat,True,True,1.0,1.0,Male,60-69,4,3
95,0.488888889551163,meat,False,False,,,Female,18-29,3,4
96,0.351851791143417,meat,False,False,,,Female,70+,1,2
97,0.544444382190704,meat,False,False,,,Female,50-59,4,4
98,0.325925976037979,meat,False,False,,,Female,18-29,3,4
99,-0.0555555038154125,meat,False,False,,,Male,50-59,4,3
100,0.444444507360458,meat,False,True,,0.666666686534882,Male,70+,2,2
101,0.674073994159699,meat,True,False,0.333333,,Female,60-69,2,3
102,0.596296310424805,meat,True,False,0.666667,,Female,50-59,2,2
103,0.537037074565888,meat,False,True,,0.666666686534882,Female,60-69,1,4
104,0.518518447875977,meat,False,False,,,Female,18-29,1,4
105,0.699999988079071,meat,False,False,,,Male,70+,2,2
106,0.492592483758926,meat,True,False,0.0,,Male,50-59,3,2
107,0.562963008880615,meat,False,False,,,Female,18-29,1,2
108,0.625926017761231,meat,False,True,,1.0,Female,60-69,2,2
109,0.351851791143417,meat,False,True,,1.0,Female,70+,1,2
110,-0.400000005960465,meat,True,False,0.333333,,Female,70+,1,2
111,0.244444534182549,meat,True,True,0.333333,0.333333343267441,Male,50-59,4,4
112,0.333333343267441,meat,True,False,0.333333,,Female,18-29,2,4
113,0.625926017761231,meat,False,True,,0.5,Male,60-69,2,2
114,-0.218518495559692,meat,True,False,0.666667,,Male,30-39,4,2
115,0.703703701496124,meat,True,True,0.333333,0.833333313465118,Male,70+,1,1
116,0.555555522441864,meat,True,True,0.333333,1.0,Female,50-59,1,4
117,-0.218518495559692,meat,False,True,,0.333333343267441,Male,50-59,2,1
118,0.777777850627899,meat,True,True,0.666667,0.666666686534882,Female,40-49,3,4
119,0.255555629730225,meat,False,False,,,Female,18-29,3,4
120,0.822222232818604,meat,False,False,,,Female,18-29,1,2
121,0.688888847827911,meat,True,False,1.0,,Female,40-49,1,3
122,0.707407295703888,meat,True,True,1.0,0.833333313465118,Male,50-59,4,4
123,0.333333343267441,meat,False,False,,,Female,40-49,1,2
124,0.14074070751667,meat,False,False,,,Female,18-29,1,4
125,0.651851832866669,meat,False,True,,0.5,Female,60-69,3,1
126,0.177777767181396,meat,True,False,0.333333,,Male,60-69,1,1
127,0.76666671037674,meat,False,True,,0.666666686534882,Male,60-69,3,1
128,0.296296268701553,meat,True,False,0.333333,,Female,18-29,1,4
129,0.114814758300781,meat,False,False,,,Female,60-69,1,2
130,0.5518519282341,meat,True,True,1.0,0.833333313465118,Female,18-29,3,3
131,0.214814826846123,meat,False,False,,,Female,70+,2,4
132,0.955555617809296,meat,False,False,,,Female,18-29,4,4
133,1.0,meat,True,True,0.666667,0.833333313465118,Female,70+,3,4
134,0.403703689575195,meat,False,True,,0.5,Male,50-59,4,3
135,0.348148196935654,meat,True,True,0.333333,0.833333313465118,Female,50-59,2,1
136,0.514814853668213,meat,False,True,,1.0,Female,50-59,3,2
137,0.911111056804657,meat,True,True,0.333333,0.333333343267441,Female,70+,2,2
138,0.777777850627899,veg,True,True,1.0,1.0,Female,50-59,2,3
139,0.722222149372101,meat,True,True,0.666667,0.666666686534882,Male,70+,3,4
140,0.418518543243408,meat,True,True,1.0,0.5,Male,40-49,1,2
141,0.837037086486816,meat,False,False,,,Male,60-69,1,3
142,0.588888943195343,meat,False,True,,1.0,Female,50-59,4,4
143,0.225925922393799,meat,False,False,,,Female,18-29,1,4
144,-0.277777820825577,meat,False,False,,,Female,70+,2,1
145,0.348148196935654,meat,False,True,,0.5,Male,70+,4,4
146,0.570370376110077,meat,False,True,,0.0,Female,70+,1,2
147,0.433333396911621,meat,False,True,,0.0,Male,70+,3,2
148,0.344444423913956,meat,False,False,,,Male,70+,3,4
149,0.444444507360458,meat,False,False,,,Female,50-59,4,3
150,-0.314814805984497,meat,False,True,,0.333333343267441,Male,60-69,3,3
151,0.503703773021698,meat,True,True,0.333333,0.5,Male,70+,3,3
152,1.0,meat,True,True,0.333333,0.5,Female,40-49,4,2
153,0.481481552124023,meat,False,False,,,Male,18-29,2,4
154,-0.637037038803101,meat,True,True,0.666667,1.0,Male,60-69,3,2
155,0.392592579126358,meat,False,False,,,Male,18-29,1,1
156,0.933333396911621,meat,False,True,,0.5,Female,30-39,2,3
157,0.151851817965508,meat,False,False,,,Male,50-59,4,4
158,0.429629653692246,meat,False,True,,0.666666686534882,Male,60-69,2,4
159,0.633333384990692,meat,False,True,,0.666666686534882,Male,60-69,4,4
160,1.0,meat,False,True,,0.666666686534882,Female,70+,1,2
161,0.662963092327118,meat,False,True,,0.666666686534882,Female,50-59,3,3
162,0.370370388031006,meat,True,True,0.333333,1.0,Female,50-59,2,2
163,0.537037074565888,meat,False,True,,0.666666686534882,Female,40-49,1,3
164,1.0,meat,True,False,1.0,,Male,60-69,1,4
165,0.288888931274414,meat,False,False,,,Male,18-29,1,4
166,0.844444453716278,meat,True,False,0.666667,,Female,50-59,2,3
167,0.285185188055038,meat,False,False,,,Male,60-69,4,2
168,0.233333274722099,meat,True,True,0.0,0.833333313465118,Female,70+,2,1
169,0.955555617809296,veg,True,False,1.0,,Female,70+,2,4
170,0.481481403112412,meat,True,True,0.0,0.666666686534882,Female,50-59,1,1
171,0.570370376110077,meat,False,True,,0.666666686534882,Female,50-59,2,3
172,-0.0888888835906982,meat,True,True,0.333333,0.666666686534882,Male,70+,4,2
173,0.177777767181396,meat,False,False,,,Male,30-39,3,3
174,0.466666698455811,meat,False,True,,0.666666686534882,Female,30-39,1,2
175,-0.0888888835906982,meat,False,True,,0.666666686534882,Male,40-49,3,2
176,0.940740764141083,meat,True,True,1.0,0.16666667163372,Male,60-69,3,3
177,0.625926017761231,meat,False,False,,,Female,60-69,4,3
178,-0.5,meat,True,True,0.333333,1.0,Female,50-59,3,3
179,-0.407407373189926,meat,False,False,,,Male,50-59,1,3
180,0.248148128390312,meat,True,False,0.666667,,Male,70+,4,4
181,0.0888888016343117,meat,False,False,,,Female,60-69,3,2
182,0.477777808904648,meat,False,False,,,Male,50-59,4,4
183,0.729629695415497,meat,False,True,,0.5,Female,60-69,1,4
184,0.781481444835663,meat,True,True,0.666667,0.666666686534882,Female,70+,1,2
185,0.544444382190704,meat,False,True,,1.0,Female,50-59,2,2
186,0.888888835906982,meat,True,False,1.0,,Female,70+,2,4
187,0.888888835906982,meat,False,False,,,Female,30-39,4,4
188,0.725925922393799,meat,False,True,,0.666666686534882,Male,60-69,4,3
189,0.692592620849609,meat,False,True,,0.666666686534882,Male,60-69,1,2
190,0.114814758300781,meat,True,False,1.0,,Female,60-69,1,2
191,0.0555555038154125,meat,True,True,0.0,0.833333313465118,Male,40-49,4,3
192,0.644444465637207,meat,False,False,,,Female,40-49,2,4
193,0.133333370089531,meat,False,False,,,Female,70+,2,2
194,0.633333384990692,meat,False,True,,0.333333343267441,Male,60-69,2,3
195,0.851851761341095,meat,False,False,,,Female,60-69,1,2
196,0.103703655302525,meat,True,False,0.666667,,Male,40-49,1,4
197,0.622222244739533,meat,False,False,,,Female,40-49,2,3
198,0.151851817965508,meat,False,True,,0.0,Female,70+,2,1
199,0.451851844787598,meat,True,True,0.333333,0.833333313465118,Female,18-29,3,4
200,0.0888888016343117,meat,True,True,0.0,0.833333313465118,Female,60-69,4,2
201,0.462962955236435,meat,True,False,0.666667,,Male,70+,3,3
202,0.522222220897675,meat,False,True,,0.833333313465118,Male,70+,2,4
203,0.600000083446503,meat,True,True,1.0,0.833333313465118,Male,60-69,4,3
204,0.362962871789932,meat,True,False,0.333333,,Female,30-39,1,3
205,0.270370334386826,meat,False,True,,0.833333313465118,Male,70+,3,2
206,-0.0814814567565918,meat,True,True,0.0,0.833333313465118,Male,30-39,4,4
207,0.866666615009308,meat,True,True,0.666667,1.0,Female,60-69,2,2
208,0.703703701496124,meat,False,True,,0.666666686534882,Female,60-69,3,3
209,0.977777779102325,meat,False,False,,,Female,50-59,2,4
210,0.211111068725586,meat,True,True,0.333333,0.5,Male,70+,1,2
211,-0.251851886510849,meat,False,False,,,Male,18-29,1,2
212,0.0333333015441895,meat,False,True,,0.5,Male,18-29,1,2
213,0.65925931930542,meat,False,False,,,Male,50-59,2,1
214,1.0,meat,False,False,,,Female,60-69,3,4
215,0.740740776062012,meat,True,True,0.666667,0.833333313465118,Female,60-69,4,3
216,0.666666686534882,meat,False,True,,0.5,Female,60-69,1,2
217,0.699999988079071,meat,False,True,,0.333333343267441,Female,60-69,1,3
218,0.355555534362793,meat,True,True,0.0,1.0,Male,70+,2,1
219,0.714814841747284,meat,False,False,,,Male,30-39,4,4
220,0.0962963104248047,meat,False,False,,,Female,40-49,1,3
221,0.0740741118788719,meat,False,True,,0.833333313465118,Male,60-69,4,3
222,0.0703703537583351,meat,False,False,,,Female,50-59,4,4
223,0.725925922393799,meat,False,False,,,Female,30-39,2,4
224,-0.181481435894966,meat,False,True,,0.666666686534882,Male,30-39,4,4
225,0.266666740179062,meat,False,False,,,Male,60-69,2,3
226,0.570370376110077,meat,False,False,,,Female,30-39,4,4
227,1.0,meat,False,False,,,Female,30-39,4,4
228,0.344444423913956,meat,False,False,,,Male,70+,3,2
229,0.5,meat,True,True,0.333333,0.666666686534882,Male,50-59,4,2
230,0.444444507360458,meat,False,False,,,Male,30-39,4,4
231,0.544444382190704,meat,True,True,1.0,0.333333343267441,Female,30-39,2,4
232,0.322222232818604,meat,True,True,0.0,0.5,Male,50-59,2,3
233,0.470370441675186,meat,False,False,,,Female,18-29,1,2
234,0.196296215057373,meat,False,True,,0.5,Male,18-29,4,4
235,0.0,meat,False,False,,,Male,18-29,1,1
236,0.53333330154419,meat,False,False,,,Female,40-49,2,3
237,0.237037017941475,meat,False,False,,,Female,60-69,3,2
238,0.318518489599228,meat,False,True,,0.5,Female,18-29,2,3
239,0.407407432794571,meat,True,True,1.0,0.833333313465118,Female,50-59,2,2
240,0.477777808904648,meat,False,False,,,Female,30-39,4,4
241,0.00370375323109329,meat,True,False,0.333333,,Male,40-49,1,2
242,-0.0518518276512623,meat,True,True,0.333333,0.666666686534882,Male,70+,2,2
243,0.848148167133331,veg,True,False,0.333333,,Female,70+,3,2
244,0.185185268521309,meat,False,False,,,Male,40-49,1,4
245,0.814814865589142,meat,False,True,,0.833333313465118,Male,30-39,2,4
246,0.0444444008171558,meat,True,False,0.333333,,Male,30-39,4,4
247,0.381481498479843,meat,False,True,,0.833333313465118,Male,70+,3,4
248,0.655555546283722,meat,False,True,,0.666666686534882,Female,60-69,4,3
249,0.770370304584503,meat,True,True,0.666667,0.5,Male,60-69,4,2
250,0.47407403588295,meat,False,False,,,Female,60-69,3,4
251,0.303703784942627,meat,False,True,,0.833333313465118,Male,40-49,2,3
252,0.203703716397285,meat,False,True,,1.0,Female,60-69,3,4
253,0.437036991119385,meat,True,False,0.333333,,Female,50-59,3,4
254,0.777777850627899,meat,True,True,0.333333,1.0,Male,30-39,4,4
255,0.711111068725586,meat,True,True,1.0,1.0,Male,40-49,4,4
256,0.451851844787598,meat,False,False,,,Female,30-39,1,2
257,0.188888862729073,meat,False,True,,0.833333313465118,Female,70+,1,2
258,0.407407432794571,meat,True,True,0.333333,1.0,Male,70+,4,4
259,1.0,meat,True,True,0.333333,0.833333313465118,Female,60-69,2,2
260,0.522222220897675,meat,True,True,0.666667,0.5,Male,40-49,4,4
261,0.200000122189522,meat,False,False,,,Male,30-39,4,4
262,-0.359259277582169,meat,False,False,,,Male,18-29,1,2
263,0.581481456756592,meat,True,True,0.333333,0.5,Male,60-69,3,3
264,0.414814800024033,meat,True,True,0.333333,1.0,Female,70+,2,3
265,0.614814758300781,meat,True,False,0.333333,,Male,30-39,4,4
266,0.903703689575195,meat,True,False,1.0,,Female,60-69,4,4
267,0.555555522441864,meat,True,False,1.0,,Female,50-59,4,4
268,-0.107407413423061,meat,False,False,,,Male,18-29,1,2
269,0.422222286462784,meat,True,True,1.0,0.666666686534882,Male,70+,3,4
270,0.781481444835663,meat,False,False,,,Female,60-69,2,3
271,0.570370376110077,meat,False,True,,0.833333313465118,Male,60-69,2,2
272,0.807407379150391,meat,False,True,,1.0,Male,40-49,4,3
273,0.737037003040314,meat,False,True,,1.0,Female,60-69,2,2
274,0.511111080646515,meat,False,False,,,Female,50-59,3,2
275,0.259259223937988,meat,True,False,0.666667,,Male,40-49,3,3
276,0.333333343267441,meat,False,True,,0.5,Female,40-49,3,3
277,0.388888835906982,meat,False,False,,,Male,50-59,3,2
278,0.407407432794571,meat,False,True,,1.0,Male,60-69,4,3
279,0.544444382190704,meat,True,True,1.0,1.0,Male,70+,4,2
280,0.751851856708527,meat,False,False,,,Female,50-59,3,3
281,0.525925934314728,meat,False,True,,0.833333313465118,Female,40-49,3,4
282,0.374074131250381,veg,False,False,,,Male,50-59,1,2
283,0.085185207426548,meat,True,True,0.666667,0.666666686534882,Female,30-39,4,4
284,0.214814826846123,meat,False,False,,,Female,18-29,1,2
285,0.733333289623261,meat,False,True,,0.833333313465118,Male,50-59,2,1
286,0.618518531322479,meat,False,False,,,Female,70+,3,4
287,0.862962901592255,meat,False,True,,0.666666686534882,Female,70+,3,2
288,0.633333384990692,meat,False,False,,,Female,18-29,2,3
289,0.60740739107132,meat,False,True,,0.833333313465118,Female,60-69,1,1
290,1.0,meat,False,True,,0.666666686534882,Female,40-49,3,3
291,-0.0888888835906982,meat,False,False,,,Male,40-49,3,2
292,0.596296310424805,meat,False,False,,,Female,30-39,1,2
293,0.0814814567565918,meat,False,False,,,Female,18-29,2,3
294,-0.248148202896118,meat,True,False,0.0,,Female,30-39,1,3
295,-0.311111122369766,meat,False,True,,0.833333313465118,Female,60-69,1,3
296,0.466666698455811,meat,False,True,,0.5,Male,60-69,4,4
297,0.511111080646515,meat,False,False,,,Male,18-29,3,4
298,0.0,meat,True,True,0.0,0.833333313465118,Female,60-69,1,2
299,0.188888862729073,meat,False,False,,,Female,50-59,1,3
300,0.36666664481163,meat,False,False,,,Female,30-39,3,4
301,1.0,meat,False,True,,0.5,Female,60-69,1,2
302,0.92592591047287,meat,False,True,,0.333333343267441,Female,50-59,2,4
303,0.588888943195343,meat,True,False,1.0,,Female,30-39,2,4
304,0.751851856708527,meat,False,True,,1.0,Female,60-69,1,2
305,0.58518522977829,meat,False,False,,,Female,60-69,3,3
306,0.811111152172089,meat,False,True,,0.666666686534882,Female,70+,2,4
307,0.518518447875977,meat,True,False,0.666667,,Female,18-29,1,2
308,-0.311111122369766,meat,False,False,,,Male,18-29,2,2
309,0.47407403588295,meat,False,True,,0.833333313465118,Male,50-59,4,4
310,0.600000083446503,meat,False,True,,1.0,Male,60-69,2,3
311,0.203703716397285,meat,True,True,0.0,0.666666686534882,Female,50-59,3,4
312,1.0,meat,True,False,0.333333,,Male,70+,3,2
313,-0.0999999865889549,meat,True,True,0.0,0.666666686534882,Male,50-59,2,2
314,0.333333343267441,meat,False,False,,,Female,40-49,3,3
315,1.0,meat,False,True,,0.666666686534882,Female,30-39,1,3
316,0.144444465637207,meat,True,True,0.333333,0.16666667163372,Female,18-29,3,3
317,1.0,meat,False,False,,,Female,40-49,3,2
318,0.351851791143417,meat,True,True,1.0,0.333333343267441,Female,30-39,3,4
319,0.640740692615509,meat,False,True,,0.666666686534882,Female,70+,2,1
320,0.84074068069458,meat,True,True,0.333333,0.833333313465118,Male,70+,2,1
321,0.629629611968994,meat,False,False,,,Female,50-59,2,3
322,0.514814853668213,meat,False,True,,0.5,Female,40-49,2,2
323,0.314814895391464,meat,True,False,0.333333,,Male,30-39,4,3
324,0.270370334386826,meat,False,False,,,Male,50-59,4,4
325,0.137036964297295,meat,True,False,0.333333,,Female,60-69,2,2
326,0.859259307384491,meat,False,True,,0.666666686534882,Male,50-59,4,2
327,0.270370334386826,meat,True,True,0.333333,0.0,Male,30-39,1,2
328,0.137036964297295,meat,False,False,,,Female,70+,3,2
329,-0.68148148059845,meat,False,False,,,Female,40-49,1,4
330,1.0,meat,False,True,,0.833333313465118,Female,50-59,3,2
331,0.311111122369766,meat,False,True,,0.666666686534882,Female,50-59,1,2
332,0.859259307384491,meat,False,False,,,Female,50-59,4,3
333,0.477777808904648,meat,True,True,1.0,0.833333313465118,Male,70+,1,3
334,0.0259259548038244,meat,False,False,,,Female,30-39,3,3
335,0.688888847827911,meat,True,True,0.666667,0.5,Female,60-69,3,2
336,0.29259267449379,meat,True,True,0.666667,0.833333313465118,Male,60-69,4,4
337,0.777777850627899,meat,False,True,,0.666666686534882,Female,70+,2,2
338,0.503703773021698,meat,False,True,,0.666666686534882,Female,60-69,1,2
339,0.592592537403107,meat,False,True,,0.666666686534882,Male,50-59,4,2
340,0.777777850627899,meat,False,True,,0.5,Female,70+,2,2
341,0.433333396911621,meat,True,False,0.666667,,Female,18-29,1,2
342,0.577777683734894,meat,True,True,0.666667,0.833333313465118,Male,60-69,2,2
343,0.577777683734894,meat,False,False,,,Female,40-49,2,3
344,0.433333396911621,meat,True,False,0.666667,,Female,18-29,1,2
345,0.44074073433876,meat,True,False,0.333333,,Female,50-59,4,3
346,0.44074073433876,meat,False,True,,0.666666686534882,Female,40-49,2,3
347,0.844444453716278,meat,True,False,0.666667,,Female,40-49,1,2
348,0.696296393871307,meat,True,True,0.333333,0.833333313465118,Male,70+,4,4
349,0.800000011920929,meat,False,False,,,Male,30-39,3,3
350,0.0777778625488281,meat,True,False,0.0,,Male,18-29,1,2
351,0.0,meat,False,False,,,Male,60-69,4,4
352,0.207407474517822,meat,True,False,0.333333,,Male,60-69,3,4
353,0.114814758300781,meat,False,False,,,Female,60-69,1,2
354,-0.296296268701553,meat,True,True,1.0,0.666666686534882,Male,50-59,4,2
355,0.570370376110077,meat,True,True,0.333333,0.833333313465118,Female,70+,4,2
356,0.16666667163372,meat,True,True,0.666667,0.666666686534882,Male,70+,3,3
357,0.411111027002335,meat,False,False,,,Male,50-59,4,4
358,0.388888835906982,meat,False,True,,0.333333343267441,Male,70+,2,3
359,0.348148196935654,meat,True,False,0.333333,,Male,40-49,4,4
360,0.237037017941475,meat,False,False,,,Male,18-29,3,4
361,-0.355555534362793,meat,False,True,,1.0,Male,30-39,4,4
362,0.544444382190704,meat,False,False,,,Female,50-59,2,2
363,0.559259235858917,meat,True,True,1.0,0.666666686534882,Male,40-49,4,4
364,0.899999916553497,meat,False,False,,,Female,50-59,3,3
365,-0.577777802944183,meat,False,False,,,Male,30-39,3,2
366,0.0555555038154125,meat,True,False,0.333333,,Male,40-49,1,1
367,0.837037086486816,meat,True,True,0.666667,0.5,Male,70+,4,2
368,0.359259277582169,meat,True,True,1.0,0.0,Male,70+,4,2
369,0.144444465637207,meat,False,True,,0.833333313465118,Female,40-49,1,2
370,0.274074077606201,meat,True,True,1.0,0.666666686534882,Female,50-59,2,2
371,0.418518543243408,meat,True,False,0.0,,Male,70+,4,3
372,0.137036964297295,meat,False,False,,,Female,30-39,4,4
373,0.0,meat,False,False,,,Male,18-29,1,2
374,0.462962955236435,meat,True,True,0.666667,1.0,Male,50-59,3,4
375,-0.185185194015503,meat,False,False,,,Male,18-29,1,2
376,0.262962967157364,meat,False,True,,0.5,Male,60-69,2,1
377,0.844444453716278,meat,True,True,0.0,0.833333313465118,Male,70+,3,2
378,0.370370388031006,meat,True,True,0.0,0.833333313465118,Male,60-69,4,2
379,0.259259223937988,meat,False,False,,,Male,30-39,4,3
380,0.296296268701553,meat,False,True,,0.16666667163372,Male,60-69,2,2
381,0.918518543243408,meat,False,False,,,Male,40-49,1,4
382,0.425925880670548,meat,False,True,,0.5,Male,70+,2,1
383,0.762962996959686,meat,False,False,,,Male,18-29,1,4
384,0.129629611968994,meat,True,False,1.0,,Female,18-29,3,4
385,0.422222286462784,meat,True,False,0.666667,,Female,18-29,1,4
386,0.207407310605049,meat,False,False,,,Male,30-39,1,1
387,0.477777808904648,meat,True,False,0.333333,,Male,18-29,3,4
388,0.592592537403107,meat,False,True,,0.833333313465118,Male,50-59,3,4
389,-0.0407407283782959,meat,False,False,,,Male,50-59,4,4
390,0.733333289623261,meat,True,True,1.0,0.16666667163372,Female,70+,3,2
391,0.337037086486816,meat,True,True,0.333333,0.666666686534882,Male,60-69,4,4
392,0.225925922393799,meat,True,False,0.0,,Male,40-49,4,4
393,-0.370370388031006,meat,False,False,,,Male,40-49,2,2
394,0.111111164093018,meat,False,True,,0.5,Female,50-59,3,4
395,1.0,meat,False,True,,0.333333343267441,Female,60-69,1,2
396,0.625926017761231,meat,False,False,,,Male,60-69,4,4
397,0.325925976037979,meat,True,True,0.666667,0.833333313465118,Female,60-69,4,2
398,0.518518447875977,meat,False,True,,1.0,Male,40-49,4,2
399,-0.944444477558136,meat,False,True,,0.5,Female,60-69,3,2
400,0.285185188055038,meat,True,True,0.666667,0.5,Male,70+,4,4
401,0.76666671037674,meat,False,True,,0.833333313465118,Female,50-59,1,3
402,0.200000122189522,meat,False,False,,,Male,30-39,4,4
403,0.681481540203095,meat,True,True,1.0,0.666666686534882,Male,60-69,4,3
404,0.814814865589142,meat,True,True,0.666667,0.0,Male,18-29,3,3
405,0.640740692615509,meat,True,True,0.0,0.666666686534882,Male,70+,1,4
406,0.907407462596893,meat,False,False,,,Female,60-69,3,3
407,0.944444477558136,meat,True,False,1.0,,Female,60-69,3,4
408,1.0,veg,True,False,0.0,,Male,18-29,1,1
409,0.666666686534882,meat,False,True,,0.833333313465118,Female,40-49,3,4
410,-0.0629629269242287,meat,True,False,0.666667,,Male,50-59,4,2
